timestamp,open,high,low,close,volume
1700000000000,100,101.05,99.75,100.8,1000
1700000300000,100.837110593888,101.370709016636,100.567110593888,101.090709016636,1024.86693307951
1700000600000,101.162622847427,101.602395512866,100.872622847427,101.292395512866,1048.94183423086
1700000900000,101.394641326869,101.753385554681,101.084641326869,101.413385554681,1071.4642473395
1700001200000,101.539606202402,101.909606202402,101.13985848536,101.46985848536,1091.73560908995
1700001500000,101.612206178263,101.862206178263,101.133576955946,101.483576955946,1109.14709848079
1700001800000,101.633201203936,101.913201203936,101.109033261056,101.479033261056,1123.20390859672
1700002100000,101.626631153087,101.936631153087,101.230335457816,101.480335457816,1133.54497299885
1700002400000,101.61673007184,101.95673007184,101.238184571312,101.508184571312,1139.95736030415
1700002700000,101.624895550845,101.994895550845,101.287283168653,101.577283168653,1142.38476308782
1700003000000,101.667053990269,101.944466948975,101.357053990269,101.694466948975,1140.92974268257
1700003300000,101.751716097783,102.137770125918,101.421716097783,101.857770125918,1135.84964038196
1700003600000,101.878938127127,102.366531201029,101.528938127127,102.056531201029,1127.54631805512
1700003900000,102.040301930849,102.612529737888,101.670301930849,102.272529737888,1116.55013718215
1700004200000,102.219912253734,102.852029745861,101.969912253734,102.482029745861,1103.49881501559
1700004500000,102.396295548049,102.908503959961,102.126295548049,102.658503959961,1089.11200080599
1700004800000,102.544983585665,103.055736844351,102.254983585665,102.775736844351,1074.16258565724
1700005100000,102.641488440616,103.120960999255,102.331488440616,102.810960999255,1059.44588979732
1700005400000,102.664331481605,103.087676594122,102.334331481605,102.747676594122,1045.74795567051
1700005700000,102.597782675775,102.967782675775,102.227837068505,102.577837068505,1033.81421090573
1700006000000,102.433998427306,102.683998427306,101.933152961469,102.303152961469,1024.31975046921
1700006300000,102.174312787456,102.454312787456,101.685361819594,101.935361819594,1017.84242275864
1700006600000,101.829530770759,102.139530770759,101.225425135033,101.495425135033,1014.83979261105
1700006900000,101.419183273408,101.759183273408,100.721730755349,101.011730755349,1015.63089963665
1700007200000,100.969818430619,101.339818430619,100.207488264789,100.517488264789,1020.38353911642
1700007500000,100.512511382306,100.762511382306,99.7175934651625,100.047593465162,1029.10757253369
1700007800000,100.079861463376,100.359861463376,99.285296531167,99.635296531167,1041.65453442798
1700008100000,99.7028031422341,100.012803142234,98.9390302456426,99.3090302456426,1057.7235512444
1700008400000,99.4075782354504,99.7475782354504,98.8397375271535,99.0897375271535,1076.87333621277
1700008700000,99.2131996590053,99.5831996590053,98.7189831294431,98.9889831294431,1098.53978205862
1700009000000,99.1296831259593,99.3796831259593,98.7180488881173,99.0080488881173,1122.05845018011
1700009300000,99.157238704984,99.437238704984,98.8281046104443,99.1381046104443,1146.69105971825
1700009600000,99.2865083474378,99.671429439108,98.9565083474378,99.361429439108,1171.65492048505
1700009900000,99.4998200706439,99.9935441559889,99.1498200706439,99.6535441559889,1196.15413635134
1700010200000,99.7733172228824,100.356015991497,99.4033172228824,99.9860159914965,1219.41133511386
1700010500000,100.07972458456,100.579624928086,99.8297245845596,100.329624928086,1240.69865987188
1700010800000,100.391442700872,100.937542193377,100.121442700872,100.657542193377,1259.36678638492
1700011100000,100.683625616184,101.258171813714,100.393625616184,100.948171813714,1274.87080958116
1700011400000,100.936899145645,101.527344692834,100.626899145645,101.187344692834,1286.79196720315
1700011700000,101.139416813791,101.739627413285,100.809416813791,101.369627413285,1294.85433453746
1700012000000,101.288024246652,101.748606793887,100.938024246652,101.498606793887,1298.93582466234
1700012300000,101.388402029326,101.86612526625,101.018402029326,101.58612526625,1299.07305566798
1700012600000,101.454170902255,101.960558778168,101.204170902255,101.650558778168,1295.45989080883
1700012900000,101.50505909798,102.054335327248,101.23505909798,101.714335327248,1288.43970978741
1700013200000,101.564336796265,102.1709766416,101.274336796265,101.8009766416,1278.49171928918
1700013500000,101.655805441974,102.181998646368,101.345805441974,101.931998646368,1266.21184852418
1700013800000,101.800680820165,102.404022324528,101.470680820165,102.124022324528,1252.28899141002
1700014100000,102.014722578154,102.696423631177,101.664722578154,102.386423631177,1237.47754254534
1700014400000,102.305937693477,103.059791774346,101.935937693477,102.719791774346,1222.5673218777
1700014700000,102.673123871099,103.485375965651,102.423123871099,103.115375965651,1208.35208707481
1700015000000,103.105427681049,103.80559149597,102.835427681049,103.55559149597,1195.59788891106
1700015300000,103.582981366165,104.295538740309,103.292981366165,104.015538740309,1185.01253124065
1700015600000,104.078563795833,104.775376362748,103.768563795833,104.465376362748,1177.21735309143
1700015900000,104.560118010906,105.213294959938,104.230118010906,104.873294959938,1172.72245783872
1700016200000,104.993862623921,105.578770132087,104.643862623921,105.208770132087,1171.90637699335
1700016500000,105.347667498508,105.695741930459,104.977667498508,105.445741930459,1175.00097934493
1700016800000,105.594333033813,105.874333033813,105.315374353232,105.565374353232,1182.08222708487
1700017100000,105.714420518402,106.024420518402,105.288093335233,105.558093335233,1193.06714743353
1700017400000,105.698327593562,106.038327593562,105.134679602351,105.424679602351,1207.71714050313
1700017700000,105.547382866869,105.917382866869,104.866295290342,105.176295290342,1225.64749152229
1700018000000,105.273838466366,105.523838466366,104.50343910433,104.83343910433,1246.34270819996
1700018300000,104.899757429616,105.179757429616,104.073941293582,104.423941293582,1269.17707177632
1700018600000,104.454911415873,104.764911415873,103.610214041096,103.980214041096,1293.43958245517
1700018900000,103.973910388188,104.313910388188,103.286053562304,103.536053562304,1318.36230472211
1700019200000,103.492868064804,103.862868064804,102.853338414536,103.123338414536,1343.15098251015
1700019500000,103.045956137513,103.295956137513,102.478978955022,102.768978955022,1367.01670368266
1700019800000,102.662211153667,102.942211153667,102.182444421477,102.492444421477,1389.20735147072
1700020100000,102.362929400555,102.672929400555,101.974129895755,102.304129895755,1409.03758899524
1700020400000,102.159920271973,102.544732529511,101.809920271973,102.204732529511,1425.91618148565
1700020700000,102.054794558808,102.555695094719,101.684794558808,102.185695094719,1439.36956694441
1700021000000,102.039351193899,102.480657430043,101.789351193899,102.230657430043,1449.06073556949
1700021300000,102.097006554054,102.597745620435,101.827006554054,102.317745620435,1454.80266527164
1700021600000,102.205097533419,102.732436957709,101.915097533419,102.422436957709,1456.56577765493
1700021900000,102.337795572114,102.860675980139,102.027795572114,102.520675980139,1454.47911721405
1700022200000,102.469303887369,102.9618900743,102.139303887369,102.5918900743,1448.82520673753
1700022500000,102.576981342265,102.871565177437,102.226981342265,102.621565177437,1440.02878401571
1700022800000,102.644046758886,102.924046758886,102.233091696339,102.603091696339,1428.63986888538
1700023100000,102.661565795426,102.971565795426,102.288672377566,102.538672377566,1415.31183567457
1700023400000,102.629503358023,102.969503358023,102.169188512898,102.439188512898,1400.77536522994
1700023700000,102.556728944295,102.926728944295,102.033036994397,102.323036994397,1385.80931497723
1700024000000,102.459978782006,102.709978782006,101.904065531416,102.214065531416,1371.20966833349
1700024300000,102.361894298151,102.641894298151,101.808834139075,102.138834139075,1357.75780136015
1700024600000,102.288358608217,102.598358608217,101.77350667675,102.12350667675,1346.18933176521
1700024900000,102.265430141018,102.605430141018,101.820718395403,102.190718395403,1337.16479214657
1700025200000,102.316216741184,102.726769470948,102.066216741184,102.356769470948,1331.24329664185
1700025500000,102.458039818942,102.879459886965,102.188039818942,102.629459886965,1328.86025081204
1700025800000,102.700205737429,103.286811568419,102.410205737429,103.006811568419,1330.30999339584
1700026100000,103.042634287024,103.786826982206,102.732634287024,103.476826982206,1335.73406195294
1700026400000,103.475499285812,104.358320133891,103.145499285812,104.018320133891,1345.11555020819
1700026700000,103.979924572231,104.972738457674,103.629924572231,104.602738457674,1358.27978205144
1700027000000,104.529662280805,105.446785433278,104.159662280805,105.196785433278,1374.90127532283
1700027300000,105.093572163939,106.04556582303,104.843572163939,105.76556582303,1394.51671775937
1700027600000,105.638632762403,106.585917881438,105.368632762403,106.275917881438,1416.54343779281
1700027900000,106.133157112444,107.039576082945,105.843157112444,106.699576082945,1440.30263382634
1700028200000,106.549863778748,107.385826136066,106.239863778748,107.015826136066,1465.04643591216
1700028500000,106.868470682622,107.46336930685,106.538470682622,107.21336930685,1489.9877209663
1700028800000,107.077532552549,107.571199291561,106.727532552549,107.291199291561,1514.33149288199
1700029100000,107.175326907871,107.568402583371,106.805326907871,107.258402583371,1537.30657651577
1700029400000,107.169698953891,107.509698953891,106.882910634092,107.132910634092,1558.19636200681
1700029700000,107.076890920874,107.446890920874,106.669346223913,106.939346223913,1576.36737375071
1700030000000,106.919493461399,107.169493461399,106.416204783517,106.706204783517,1591.29452507276
1700030300000,106.723753320323,107.003753320323,106.152683167245,106.462683167245,1602.5820517767
1700030600000,106.516541920348,106.826541920348,105.905505683663,106.235505683663,1609.97929001427
1700030900000,106.322325976656,106.662325976656,105.696095974453,106.046095974453,1613.39066946186
1700031200000,106.160479742025,106.530479742025,105.538403758901,105.908403758901,1612.87952340772
1700031500000,106.043239172393,106.293239172393,105.577621916241,105.827621916241,1608.66556385361
1700031800000,105.974525562707,106.254525562707,105.529929987827,105.799929987827,1601.1161222906
1700032100000,105.949768110046,106.259768110046,105.523285914944,105.813285914944,1590.73150535177
1700032400000,105.956742304205,106.296742304205,105.539171291138,105.849171291138,1578.12504916549
1700032700000,105.977326523977,106.347326523977,105.555089452553,105.885089452553,1563.99866757954
1700033000000,105.989975457301,106.239975457301,105.547532040187,105.897532040187,1549.11486907096
1700033300000,105.972627513077,106.252627513077,105.495077473964,105.865077473964,1534.26635793932
1700033600000,105.90571334221,106.21571334221,105.52126983836,105.77126983836,1520.24443168786
1700033900000,105.774919560492,106.114919560492,105.336950646494,105.606950646494,1507.80743448904
1700034200000,105.573387300466,105.943387300466,105.081776189622,105.371776189622,1497.65052439558
1700034500000,105.303086581729,105.553086581729,104.76474306026,105.07474306026,1490.37795958248
1700034800000,104.975197977628,105.255197977628,104.403654060262,104.733654060262,1486.47900848055
1700035100000,104.60944273399,104.91944273399,104.023573993403,104.373573993403,1486.30844418794
1700035400000,104.232419282152,104.572419282152,103.654436870327,104.024436870327,1490.07240078634
1700035700000,103.87511509037,104.24511509037,103.468060472642,103.718060472642,1497.82015542561
1700036000000,103.569855729028,103.819855729028,103.214890617806,103.484890617806,1509.44216379934
